"Name of Satellite, Alternate Names",Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime,Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments,
Velox C1,NR,Singapore,Nanyang Technological University,Civil,Technology Development,,LEO,Equatorial,0,533,550,1.23E-03,14.98,95.48,123,,,12/16/15,,Nanyang Technological University,Singapore,Satish Dhawan Space Centre,PSLV-C29,2015-077A,41166,Microsatellite for research in tropical environmental monitoring using radio occultation techniques.,
Venµs,NR (10/17),France/Israel,Centre National d'Etudes Spatiales (CNES)/Israel Space Agency,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,719,724,3.53E-04,98.3,99.2,264,,,08/01/17,4.5 yrs.,Israel Aerospace Industries (IAI),Israel,Guiana Space Center,Vega,2017-044B,42901,"Resolution of 5 meters (16 feet), the spectral richness of the camera in 12 bands, and the third is revisit — two days. USA has 24 percent of mission targets.",
VeneSat 1 (Simon Bolivar),Venezuela/China,Venezuela,Ministry of Science and Technology,Government,Communications,,GEO,,-65,35777,35796,2.25E-04,0.21,1436.1,5100,,,10/29/08,15 yrs.,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,CZ-3B,2008-055A,33414,"12 C-band, 14 Ku-band transponders.",
Venta-1,NR (10/17),Latvia,Ventspils University College,Civil,Technology Development,,LEO,Sun-Synchronous,0,496,508,8.73E-04,97.45,94.7,5,,,06/23/17,,Ventspils High Technology Park/Bremen University of Applied Sciences/OHB Systems,Latvia/Germany,Satish Dhawan Space Centre,PSLV,2017-036AC,42791,Carries AIS receiver.,
ViaSat-1,USA,USA,"ViaSat, Inc.",Commercial,Communications,,GEO,,-115,35775,35796,2.49E-04,0.04,1436.09,6740,,,10/19/11,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2011-059A,37843,"Provide much faster Internet service to more than 1 million customers outside the reach of cable or DSL services at similar prices to existing satellite broadband; also using capacity to power in-flight Internet service by JetBlue, as well as defense and other uses.",
ViaSat-2,NR (10/17),USA,"ViaSat, Inc.",Commercial,Communications,,GEO,,-69.9,25371,46183,2.47E-01,44.6,1435.6,6418,,,06/01/17,14 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5,2017-029A,42740,"Powered mostly by xenon ions, so slowly working its way to GEO as of 10/15/2017.",
Vinasat 1,NR,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Government,Communications,,GEO,,131.97,35782,35791,1.07E-04,0.02,1436.1,2600,,,04/18/08,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2008-018A,32767,"Provide voice, video and internet service; Asia, India, Australia, Japan, Hawaii. 12 Ku-band, 8 C-band transponders.",
Vinasat 2,NR,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Government,Communications,,GEO,,131.8,35742,35776,4.04E-04,0.08,1434.69,2970,,,05/15/12,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2012-023B,38332,24 ku-band transponders; provide independence in satellite communications.,
VNREDSat 1A  (Vietnam Natural Resources Environment and Disaster monitoring small Satellite),NR,Vietnam,Space Technology Institute-Vietnam Academy of Science and Technology (STI-VAST),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,682,685,2.13E-04,98.13,98.43,115,,,05/07/13,5 yrs.,EADS Astrium,France,Guiana Space Center,Vega,2013-021B,39160,"Better monitor and study the effects of climate change, predict and take measures to prevent natural disasters, and optimize the management of its natural resources.",
"VRSS-1 (Venezuelan Remote Sensing Satellite, Francisco Miranda)",Venezuela,Venezuela,Bolivarian Agency for Space Activities,Government,Earth Observation,Optical Imaging,LEO ,Sun-Synchronous,0,622,654,2.28E-03,98.03,97.48,880,,,09/28/12,5 yrs.,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2012-052A,38782,"Sensors can resolve objects 2.5 meters across. Will return 350 images per day for urban planning, monitor illegal mining and drug activities, national defense.",
VZLUSat-1,NR (10/17),Czech Republic,Czech Aerospace Research Center (VZLU),Government,Technology Development,,LEO,Sun-Synchronous,0,497,515,1.31E-03,97.45,94.7,3,,,06/23/17,,Czech Aerospace Research Center (VZLU) and partners,Czech Republic,Satish Dhawan Space Centre,PSLV,2017-036AB,42790,"Primary objective of the project VZLUSAT-1 is the development, manufacturing, qualification and experimental verification of products and technologies on Earth orbit. ",
"Wideband Global Satcom 1 (WGS-1, USA 195)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,179.88,35783,35790,8.30E-05,0,1436.1,5900,3450,13000,10/11/07,,Boeing Integrated Defense Systems,USA,Cape Canaveral,Atlas 5,2007-046A,32258,First of five; will provide services to the US Department of Defense and the Ministry of Defense for Canada as well as other Government and Allied users under unstressed conditions.,
"Wideband Global Satcom 2 (WGS-2, USA 204)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,60.18,35786,35787,1.19E-05,0.03,1436.12,5987,3450,13000,04/04/09,,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2009-017A,34713,X and Ka-band transponders. Will replace DSCS system.,
"Wideband Global Satcom 3 (WGS-3, USA 211)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,-12,35785,35786,1.19E-05,0,1436.1,5990,3450,13000,12/06/09,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2009-068A,36108,X and Ka-band transponders. Will replace DSCS system.,
"Wideband Global Satcom 4 (WGS-4, USA 233)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,-124.5,35785,35786,1.19E-05,0.01,1436.1,5990,3450,13000,01/20/12,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2012-003A,38070,X and Ka-band transponders. Will replace DSCS system.,
"Wideband Global Satcom 5 (WGS-5, USA 243)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,-52.5,35739,35784,5.34E-04,0,1436.1,5990,3450,13000,05/25/13,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2013-024A,39168,Surveillance and reconnaissance imagery at approximately three times the data rate available through the Block I satellites; the Australian Defence Force will have global access to the WGS on-orbit constellation.,
"Wideband Global Satcom 6 (WGS-6, USA 244)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,-135.22,35772,35801,3.44E-04,0,1436.1,5990,3450,13000,08/08/13,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2013-041A,39222,Australia supported the cost of the sixth spacecraft under a partnership agreement with U.S.,
"Wideband Global Satcom 7 (WGS-7, USA 263)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,174.96,35772,35801,3.44E-04,0,1436.1,5990,3450,13000,07/24/15,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2015-036A,40746,,
"Wideband Global Satcom 8 (WGS-8, USA 272)",NR (1/17),USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,0,35770,35770,0.00E+00,0,1436.1,5990,3450,13000,12/07/16,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2016-075A,41879,"International funding from Canada, Denmark, the Netherlands, Luxembourg and New Zealand under partnershp for access to constellation network.",
"Wideband Global Satcom 9 (WGS-9, USA 275)",NR (9/17),USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,149.81,35772,35801,3.44E-04,0,1436.1,5990,3450,13000,03/17/17,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2017-016A,42075,,
WildBlue 1,USA,USA,WildBlue Communications,Commercial,Communications,AmicationsBsa,GEO,,-111.09,35776,35796,2.37E-04,0.01,1436.1,4735,1995,10000,12/08/06,12 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,2006-054A,29643,Totally dedicated to broadband internet services; total CONUS coverage.,
WNISat-1 (Weather News Inc. Satellite 1),Japan,Japan,"Weathernews, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,594,849,1.80E-02,97.8,99.2,10,,,11/21/13,2 yrs.,Axelspace,Japan,Dombarovsky Air Base,Dnepr,2013-066H,39423,Provide data to shipping lines who are interested in the Arctic Sea ice state.,
WNISat-1R (Weather News Inc. Satellite 1R),NR (10/17),Japan,"Weathernews, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,586,606,1.44E-03,97.6,96.6,43,,,07/14/17,,Axelspace,Japan,Baikonur Cosmodrome,Soyuz 2.1a,2017-042L,42835,Collecting monitoring data for shipping lane customers operating in the Arctic Sea.,
Worldview 1,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,491,494,2.19E-04,97.3,94.5,4500,,3200,09/18/07,7.25 yrs.,Ball Aerospace,USA,Vandenberg AFB,Delta 2,2007-041A,32060,Provides earth imaging in eight color bands.,
Worldview 2,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,765,767,1.40E-04,98.5,100.2,2800,,,10/08/09,,Ball Aerospace,USA,Vandenberg AFB,Delta 2,2009-055A,35946,Will provide earth imaging  in eight color bands; 0.5 m resolution for panchromatic images and 1.8 m for multi-spectral.,
Worldview 3,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,Optical Imaging/Infrared Imaging,LEO,Sun-Synchronous,0,612,614,1.43E-04,97.99,96.96,2800,,3100,08/13/14,10-12 yrs.,Ball Aerospace,USA,Vandenberg AFB,Atlas 5,2014-048A,40115,"WorldView-3 provides 31 cm panchromatic resolution, 1.24 m MS (Multispectral) resolution, 3.7 m SWIR (Short-Wave Infrared) resolution, and 30 m CAVIS ( Clouds, Aerosols, Vapors, Ice, and Snow) resolution.",
Worldview 4,NR (12/16),USA,DigitalGlobe Corporation,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,617,620,2.15E-04,98,96.9,2485,,,11/11/16,10 yrs.,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Atlas 5,2016-067A,41848,30 cm resolution.,
X37-B OTV-4 (USA 261),NR,USA,US Air Force,Military,Technology Development,,LEO,Non-Polar Inclined,0,309,322,1.19E-03,38,90.83,4990,,,05/20/15,,Boeing,USA,Cape Canaveral,Atlas 5,2015-025A,40651,Fourth flight of X37B.,
XC-1 (Xingchen 1),NR,China,National University of Defense Technology,Government,Technology Development,,LEO,Sun-Synchronous,0,520,540,1.19E-03,97.46,95.23,1,,,09/19/15,,National University of Defense Technology,China,Taiyuan Launch Center,Long March 6,2015-049V,40918,,
XC-2 (Xingchen 2),NR,China,National University of Defense Technology,Government,Technology Development,,LEO,Sun-Synchronous,0,520,540,1.19E-03,97.46,95.23,1,,,09/19/15,,National University of Defense Technology,China,Taiyuan Launch Center,Long March 6,2015-049S,40915,,
XC-3 (Xingchen 3),NR,China,National University of Defense Technology,Government,Technology Development,,LEO,Sun-Synchronous,0,520,540,1.19E-03,97.46,95.23,1,,,09/19/15,,National University of Defense Technology,China,Taiyuan Launch Center,Long March 6,2015-049T,40916,,
XC-4 (Xingchen 4),NR,China,National University of Defense Technology,Government,Technology Development,,LEO,Sun-Synchronous,0,520,540,1.19E-03,97.46,95.23,1,,,09/19/15,,National University of Defense Technology,China,Taiyuan Launch Center,Long March 6,2015-049U,40917,,
XCubeSat (QB50 - FR01),NR (10/17),France,Ecole Polytechnique,Civil,Technology Demonstration,,LEO,Non-Polar Inclined,0,401,403,1.19E-03,51.6,92.6,3,,,04/18/17,,Ecole Polytechnique ,France,International Space Station,Nanorack Deployer,1998067LQ,42707,"Upper atmosphere science; radio communication experiments; technology demonstrator; education, training and outreach.",
Xinyan 1 (XY-1),NR,China,DFH Satellite,Government,Technology Development,,LEO,Sun-Synchronous,0,489,501,8.74E-04,97.35,94.51,,,,11/18/12,,Chinese Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 2C,2012-064C,38999,,
XM Radio 3 (Rhythm),USA,USA,XM Satellite Radio USA,Commercial,Communications,,GEO,,-85.04,35782,35790,9.49E-05,0.01,1436.1,4703,,18000,03/01/05,15 yrs.,Boeing Satellite Systems,USA,Sea Launch Odyssey,Zenit 3SL,2005-008A,28626,130 channels of digital music uplinked in the X-band from one or more ground stations.,
XM Radio 4 (Blues),USA,USA,XM Satellite Radio USA,Commercial,Communications,,GEO,,-114.96,35784,35787,3.56E-05,0.01,1436.09,5193,,18000,10/30/06,15 yrs.,Boeing Satellite Systems,USA,Sea Launch Odyssey,Zenit 3SL,2006-049A,29520,S-band Digital Audio Radio Service (DARS) to homes and automobiles in Noth America.,
XMM Newton (High Throughput X-ray Spectroscopy Mission),ESA,ESA,European Space Operations Centre (ESOC),Government,Space Science,,Elliptical,Deep Highly Eccentric,0,7079,114027,7.99E-01,38.4,2872.15,3764,3233,,12/10/99,2-10 yrs.,Dornier Systems (and 46 subcontractors),International,Guiana Space Center,Ariane 5,1999-066A,25989,Detect and study celestial x-ray sources.,
XPNav-1,NR (12/16),China,China Aerospace Science and Technology Corp.,Government,Technology Development,,LEO,Sun-Synchronous,0,493,513,1.45E-03,97.4,94.68,240,,,11/09/16,,China Aerospace Science and Technology Corp.,China,Jiuquan Satellite Launch Center,Long March 11,2016-066A,41841,Experimental pulsar navigation mission carries two sensors tuned to pick up incoming X-rays from objects scattered across the galaxy,
X-Sat,NR,Singapore,Centre for Research in Satellite Technology (CREST),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,801,823,1.53E-03,98.7,101.1,91,,175,04/20/11,3 yrs.,Centre for Research in Satellite Technology (CREST),Singapore,Satish Dhawan Space Centre,PSLV C16,2011-015C,37389,"Signapore's first national satellite; multi-spectral camera, will demonstrate space-based remote sensing and image processing technologies.",
XTAR-EUR,USA,Spain,Ministry of Defense/XTAR,Military/Government,Communications,,GEO,,29.03,35778,35792,1.66E-04,0.1,1436.06,3631,1412,,02/12/05,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2005-005A,28542,X-band; designed to be compatible with U.S. and NATO SATCOM systems. Contract with US Department of State.,
"XW-1 (Hope Oscar 68, HO-68, Xi Wang 1, Hope-1, CAS-1)",China,China,DFH Satellite/AMSAT-China,Civil,Communications,,LEO,Sun-Synchronous,0,1193,1205,7.93E-04,100.3,109.4,60,,,12/15/09,,DFH Satellite,China,Taiyuan Launch Center,Long March 4C,2009-072B,36122,China's first amateur satellite.,
XW-2A (CAS-3A),NR,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,,LEO,Sun-Synchronous,0,518,535,1.23E-03,97.46,95.17,25,,,09/19/15,,DFH Satellite/CAMSAT,China,Taiyuan Launch Center,Long March 6,2015-049E,40903,Amateur radio.,
XW-2B (CAS-3B),NR,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,,LEO,Sun-Synchronous,0,520,539,1.38E-03,97.46,95.22,10,,,09/19/15,,DFH Satellite/CAMSAT,China,Taiyuan Launch Center,Long March 6,2015-049N,40911,Amateur radio.,
XW-2C (CAS-3C),NR,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,,LEO,Sun-Synchronous,0,519,538,1.38E-03,97.46,95.21,10,,,09/19/15,,DFH Satellite/CAMSAT,China,Taiyuan Launch Center,Long March 6,2015-049H,40906,Amateur radio.,
XW-2D (CAS-3D),NR,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,,LEO,Sun-Synchronous,0,520,539,1.38E-03,97.46,95.22,10,,,09/19/15,,DFH Satellite/CAMSAT,China,Taiyuan Launch Center,Long March 6,2015-049J,40907,Amateur radio.,
XW-2E (CAS-3E),NR,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,,LEO,Sun-Synchronous,0,519,538,1.38E-03,97.46,95.2,2,,,09/19/15,,DFH Satellite/CAMSAT,China,Taiyuan Launch Center,Long March 6,2015-049L,40909,Amateur radio.,
XW-2F (CAS-3F),NR,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,,LEO,Sun-Synchronous,0,520,540,1.45E-03,97.46,95.23,2,,,09/19/15,,DFH Satellite/CAMSAT,China,Taiyuan Launch Center,Long March 6,2015-049M,40910,Amateur radio.,
XY-S1 (Xingyun Shiyan-1),NR (9/17),China,Chinese Aerospace Science and Technology Corp.,Government,Technology Development,,LEO,Sun-Synchronous,0,529,541,8.69E-04,97.54,95.33,2,,,01/09/17,,Ninth Academy of CASIC,China,Jiuquan Satellite Launch Center,Kuaizhou,2017-002A,41913,Test technologies of low-orbit narrow-band communication and VHF Data Exchange System (VDES),
Yahsat-1A (Y1A),United Arab Emirates,United Arab Emirates,Al Yah Satellite Communications Company (YAHSAT),Military/Commercial,Communications,,GEO,,52.5,35743,35823,9.49E-04,0.04,1435.92,5953,,,04/22/11,15 yrs.,Astrium/Thales Alenia Space,France,Guiana Space Center,Ariane 5,2011-016B,37393,"First of two identical satellites; Ku, Ka, and C-band transponders. Direct-to-home television programming, secure Ka-band communications for military and government in UAE.",
Yahsat-1B (Y1B),United Arab Emirates,United Arab Emirates,Al Yah Satellite Communications Company (YAHSAT),Military/Commercial,Communications,,GEO,,47.6,35780,35791,1.30E-04,0,1436.07,6000,,,04/23/12,,Astrium/Thales Alenia Space,France,Baikonur Cosmodrome,Proton M,2012-016A,38245,"Second of two identical satellites; Ku, Ka, and C-band transponders. Direct-to-home television programming, secure Ka-band communications for military and government in UAE.",
Yamal-202 ,Russia,Russia,Gazprom Space Systems,Commercial,Communications,,GEO,,49.03,35774,35796,2.61E-04,0.04,1436.06,1320,,2000,11/24/03,12 yrs.,Rocket-Space Corporation Energia/Alcatel,Russia,Baikonur Cosmodrome,Proton K,2003-053A,28089,18 C-band; provide communications for gas corporation operations throughout Eurasian continent.,
