"Name of Satellite, Alternate Names",Current Official Name of Satellite,Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime,Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments,,Source Used for Orbital Data,Source,Source,Source,Source,Source,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNREDSat 1A  (Vietnam Natural Resources Environment and Disaster monitoring small Satellite),VNREDSat 1A,Vietnam,Space Technology Institute-Vietnam Academy of Science and Technology (STI-VAST),Government,Earth Observation,LEO,,0,682,685,2.13E-04,98.13,98.43,115,,,5/7/2013,5 yrs.,EADS Astrium,France,Guiana Space Center,Vega,2013-021B,39160,"Better monitor and study the effects of climate change, predict and take measures to prevent natural disasters, and optimize the management of its natural resources.",,SC - ASCR,http://www.astrium.eads.net/en/programme/vnredsat-1.html,https://directory.eoportal.org/web/eoportal/satellite-missions/v-w-x-y-z/vnredsat-1,http://space50.kosmo.cz/s40/2013/I021B.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VRSS-1 (Venezuelan Remote Sensing Satellite, Francisco Miranda)",VRSS-1,Venezuela,Bolivarian Agency for Space Activities,Government,Remote Sensing,LEO ,,0,622,654,2.28E-03,98.03,97.48,880,,,9/28/2012,5 yrs.,China Academy of Space Technology (CAST),China (PR),Jiuquan Satellite Launch Center,Long March 2D,2012-052A,38782,"Sensors can resolve objects 2.5 meters across. Will return 350 images per day for urban planning, monitor illegal mining and drug activities, national defense.",,SC - ASCR,http://www.nasaspaceflight.com/2012/09/chinese-long-march-2d-launches-vrss-1,http://space50.kosmos.cz/s40/2012/I052A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wideband Global Satcom 1 (WGS-1, USA 195)",USA 195,USA,Military Satellite Communications - US Air Force,Military,Communications,GEO,,0,"35,783","35,790",8.30E-05,0,1436.1,"5,900","3,450","13,000",10/11/2007,,Boeing Integrated Defense Systems,USA,Cape Canaveral,Atlas 5,2007-046A,32258,First of five; will provide services to the US Department of Defense and the Ministry of Defense for Canada as well as other Government and Allied users under unstressed conditions.,,Estimated,http://www.spacenewsfeed.co.uk/2007/14October2007_68.html,http://www.lib.cas.cz/space.40/2007/046A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wideband Global Satcom 2 (WGS-2, USA 204)",USA 204,USA,Military Satellite Communications - US Air Force,Military,Communications,GEO,,60,"35,786","35,787",1.19E-05,0.03,1436.12,"5,987","3,450","13,000",4/4/2009,,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2009-017A,34713,X and Ka-band transponders. Will replace DSCS system.,,JM/7_09,http://www.lib.cas.cz/space.40/2009/017A.HTM,http://www.afspc.af.mil/library/factsheets/factsheet.asp?id=5582,http://www.boeing.com/defense-space/space/bss/factsheets/702/wgs/wgs_factsheet.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wideband Global Satcom 3 (WGS-3, USA 211)",USA 211,USA,Military Satellite Communications - US Air Force,Military,Communications,GEO,,-12,"35,785","35,786",1.19E-05,0,1436.1,"5,990","3,450","13,000",12/6/2009,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2009-068A,36108,X and Ka-band transponders. Will replace DSCS system.,,SC - ASCR,http://www.thefreelibrary.com/Boeing+awarded+contract+to+build+third+Wideband+Gapfiller+Satellite.-a095828568,http://www.globalsecurity.org/space/systems/wgs.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wideband Global Satcom 4 (WGS-4, USA 233)",USA 233,USA,Military Satellite Communications - US Air Force,Military,Communications,GEO,,-124.5,"35,785","35,786",1.19E-05,0.01,1436.1,"5,990","3,450","13,000",1/20/2012,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2012-003A,38070,X and Ka-band transponders. Will replace DSCS system.,,JM/5_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wideband Global Satcom 5 (WGS-5, USA 243)",USA 243,USA,Military Satellite Communications - US Air Force,Military,Communications,GEO,,-52.5,"35,785","35,786",1.19E-05,0,1436.1,"5,990","3,450","13,000",5/25/2013,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2013-024A,39168,Surveillance and reconnaissance imagery at approximately three times the data rate available through the Block I satellites; the Australian Defence Force will have global access to the WGS on-orbit constellation.,,Estimated,http://www.zarya.info/Diaries/Launches/Launches.php?year=2013,http://boeing.mediaroom.com/index.php?s=43&item=2680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wideband Global Satcom 6 (WGS-6, USA 244)",USA 244,USA,Military Satellite Communications - US Air Force,Military,Communications,GEO,,0,"35,785","35,786",1.19E-05,0,1436.1,"5,990","3,450",,8/8/2013,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2013-041A,39222,Australia supported the cost of the sixth spacecraft under a partnership agreement with U.S.,,Estimated,http://www.losangeles.af.mil/news/story.asp?id=123358991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WildBlue 1,WildBlue 1,USA,WildBlue Communications,Commercial,Communications,GEO,,-111.09,"35,776","35,796",2.37E-04,0.01,1436.1,"4,735","1,995","10,000",12/8/2006,12 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,2006-054A,29643,Totally dedicated to broadband internet services; total CONUS coverage.,,JM/12_08,http://www.nabble.com/WildBlue1-delivers-internet-to-anywhere-in-USA---Ariane-5-5-out-of-5-for-2006-t2817499.html,http://www.lib.cas.cz/www/space.40/INDEX1.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind (International Solar-Terrestrial Program),Wind,Multinational,National Aeronautics and Space Administration (NASA),Government,Astrophysics,Elliptical,Cislunar,0,186,"470,310",9.73E-01,28.7,19700.45,"1,200",895,472,11/1/1994,,Martin Marietta Astrospace,USA,Cape Canaveral,Delta 2,1994-071A,23333,"Operates with ""Polar""; provide complete plasma, energetic particle, and magnetic field input for magnetospheric and ionospheric studies.",,JMSatcat304,http://nssdc.gsfc.nasa.gov/spacewarn/spx493.html,http://pwg.gsfc.nasa.gov/wind.shtml,http://pwg.gsfc.nasa.gov/polar/,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worldview 1,Worldview 1,USA,DigitalGlobe Corporation,Military/Commercial,Earth Observation,LEO,Sun-Synchronous,0,491,494,2.19E-04,97.3,94.50,"4,500",,"3,200",9/18/2007,7.25 yrs.,Ball Aerospace,USA,Vandenberg AFB,Delta 2,2007-041A,32060,"Earth-imaging satellite; images with 0.5 meter resolution of about 290,000 square miles of Earth's surface.",,www.spacedebris.net 12/12,http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2007/041A.HTM,http://www.digitalglobe.com/about/worldview1.html,http://www.spacetoday.net/Summary/3909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worldview 2,Worldview 2,USA,DigitalGlobe Corporation,Military/Commercial,Earth Observation,LEO,Sun-Synchronous,0,765,767,1.40E-04,98.5,100.20,"2,800",,,10/8/2009,,Ball Aerospace,USA,Vandenberg AFB,Delta 2,2009-055A,35946,Will provide earth imaging  in eight color bands; 0.5 m resolution for panchromatic images and 1.8 m for multi-spectral.,,www.spacedebris.net 12/12,http://worldview2.digitalglobe.com/,http://nssdc.gsfc.nasa.gov/spaceewarn/spx672.html,,http://www.lib.cas.cz/space.40/2009/055A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X37-B OTV-1 (USA 240),USA 240,USA,US Air Force,Military,Technology Development,LEO,,0,342,358,1.19E-03,43.5,91.54,"4,990",,,12/11/2012,,Boeing,USA,Cape Canaveral,Atlas 5,2012-071A,39025,Second flight of OTV-1.,,ZARYA,http://www.usatoday.com/story/news/nation/2012/12/09/x37b-mystery-mini-shuttle/1756923/,http://www.engadget.com/2012/12/12/usaf-relaunches-its-first-x-37b-on-a-new-less-mysterious-spaceflight/,http://space50.kosmo.cz/s40/2012/I071A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XaTcobeo,XaTcobeo,Spain,University of Vigo,Civil,Technology Development,LEO,,0,306,"1,261",6.68E-02,69.5,100.50,1,,,2/13/2012,,University of Vigo,Spain,Guiana Space Center,Vega,2012-006F,38082,"Will test a software-defined reconfigurable radio, an ionizing radiation measurement system and a solar panel deployment system. ",,www.spacedebris.net 12/12,http://www.amsat.org/amsat-new/satellites/satInfo.php?satID=145&retURL=/satellites/status.php,http://www.xatcobeo.com/cms/index.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinyan 1 (XY-1),Xinyan 1,China (PR),DFH Satellite,Government,Technology Development,LEO,,0,489,501,8.74E-04,97.35,94.51,,,,11/18/2012,,Chinese Academy of Space Technology (CAST),China (PR),Taiyuan Launch Center,Long March 2C,2012-064C,38999,,,ZARYA,http://space50.kosmo.cz/s40/2012/I064C.HTM,http://www.zarya.info/Diaries/Launches/Launches.php?year=2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XM Radio 3 (Rhythm),XM 3,USA,XM Satellite Radio USA,Commercial,Communications,GEO,,-85.04,"35,782","35,790",9.49E-05,0.01,1436.1,"4,703",,"18,000",3/1/2005,15 yrs.,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,2005-008A,28626,130 channels of digital music uplinked in the X-band from one or more ground stations.,,JM/12_08,http://www.boeing.com/news/releases/2005/q1/nr_050228s.html,http://www.xmradio.com/newsroom/screen/pr_2005_03_01.html,http://www.lib.cas.cz/www/space.40/2005/008A.HTM,http://nssdc.gsfc.nasa.gov/spacewarn/spx617.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XM Radio 4 (Blues),XM 4,USA,XM Satellite Radio USA,Commercial,Communications,GEO,,-114.96,"35,784","35,787",3.56E-05,0.01,1436.09,"5,193",,"18,000",10/30/2006,15 yrs.,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,2006-049A,29520,S-band Digital Audio Radio Service (DARS) to homes and automobiles in Noth America.,,JM/12_08,http://nssdc.gsfc.nasa.gov/spaceewarn/spx636.html,http://www.lib.cas.cz/knav/space.40/2006/049A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XM Rock (XM 2),XM 2,USA,XM Satellite Radio USA,Commercial,Communications,GEO,,-85.23,"35,784","35,789",5.93E-05,0.08,1436.13,"4,682","2,500","18,000",3/18/2001,15 yrs.,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,2001-012A,26724,100 channels of digital music uplinked in the X-band from one or more ground stations.,,JM/12_08,http://www.xmradio.com/newsroom/print/event_rock_launches.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx569.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XM Roll (XM 1),XM 1,USA,XM Satellite Radio USA,Commercial,Communications,GEO,,-85.16,"35,785","35,788",3.56E-05,0.09,1436.11,"4,667","2,500","18,000",5/8/2001,15 yrs.,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,2001-018A,26761,100 channels of digital music uplinked in the X-band from one or more ground stations.,,JM/12_08,http://www.sea-launch.com/information.htm,http://nssdc.gsfc.nasa.gov/spacewarn/spx571.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XMM Newton (High Throughput X-ray Spectroscopy Mission),XMM Newton,ESA,European Space Operations Centre (ESOC),Government,Space Physics,Elliptical,Deep Highly Eccentric,0,"7,079","114,027",7.99E-01,38.4,"2,872.15","3,764","3,233",,12/10/1999,2-10 yrs.,Dornier Systems (and 46 subcontractors),International,Guiana Space Center,Ariane 5,1999-066A,25989,Detect and study celestial x-ray sources.,,JMSatcat304,http://orbits.esa.int/orbits/,http://nssdc.gsfc.nasa.gov/spacewarn/spx554.html,http://sci.esa.int/science-e/www/object/index.cfm?fobjectid=31250,http://www.lib.cas.cz/www/space.40/1999/066A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X-Sat,X-Sat,Singapore,Centre for Research in Satellite Technology (CREST),Government,Earth Observation,LEO,Sun-Synchronous,0,801,823,1.53E-03,98.7,101.1,91,,175,4/20/2011,3 yrs.,Centre for Research in Satellite Technology (CREST),Singapore,Sriharikota Launch Station,PSLV C16,2011-015C,37389,"Signapore's first national satellite; multi-spectral camera, will demonstrate space-based remote sensing and image processing technologies.",,www.spacedebris.net 12/12,http://www.lib.cas.cz/space.40/2011/015C.HTM,http://events.eoportal.org/get_announce.php?an_id=8557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XTAR-EUR,XTAR-EUR,Spain,Ministry of Defense/XTAR,Military/Government,Communications,GEO,,29.03,"35,778","35,792",1.66E-04,0.1,1436.06,"3,631","1,412",,2/12/2005,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2005-005A,28542,X-band; designed to be compatible with U.S. and NATO SATCOM systems. Contract with US Department of State.,,JM/12_08,http://www.sciencepresse.qc.ca/clafleur/Spacecrafts-2005.html,http://www.xtarllc.com/systems/index.htm,http://www.spacewar.com/news/milspace-comms-05n.html,http://investor.loral.com/releasedetail.cfm?ReleaseID=183881,http://www.lib.cas.cz/www/space.40/2005/005A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"XW-1 (Hope Oscar 68, HO-68, Xi Wang 1, Hope-1, CAS-1)",XW-1,China (PR),DFH Satellite/AMSAT-China,Civil,Communications,LEO,Sun-Synchronous,0,"1,193","1,205",7.93E-04,100.3,109.40,60,,,12/15/2009,,DFH Satellite,China (PR),Taiyuan Launch Center,Long March 4C,2009-072B,36122,China's first amateur satellite.,,www.spacedebris.net 12/12,http://hamchatforum.lefora.com/2009/12/17/amsat-china-say-xw-1-has-been-launched/,http://www.uk.amsat.org/content/view/701/86/,http://www.camsat.cn/,http://www.lib.cas.cz/space.40/2009/072B.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yahsat-1A (Y1A),Yahsat-1A,United Arab Emirates,Al Yah Satellite Communications Company (YAHSAT),Military/Commercial,Communications,GEO,,52.5,"35,743","35,823",9.49E-04,0.04,1435.92,"5,953",,,4/22/2011,15 yrs.,Astrium/Thales Alenia Space,France,Guiana Space Center,Ariane 5,2011-016B,37393,"First of two identical satellites; Ku, Ka, and C-band transponders. Direct-to-home television programming, secure Ka-band communications for military and government in UAE.",,SC - ASCR,http://www.yahsat.ae/,http://www.lib.cas.cz/space.40/2011/016B.HTM,http://nssdc.gsfc.nasa.gov/spacewarn/spx690.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yahsat-1B (Y1B),Yahsat-1B,United Arab Emirates,Al Yah Satellite Communications Company (YAHSAT),Military/Commercial,Communications,GEO,,47.6,"35,780","35,791",1.30E-04,0,1436.07,"6,000",,,4/23/2012,,Astrium/Thales Alenia Space,France,Baikonur Cosmodrome,Proton M,2012-016A,38245,"Second of two identical satellites; Ku, Ka, and C-band transponders. Direct-to-home television programming, secure Ka-band communications for military and government in UAE.",,JM/7_12,http://www.spaceflightnow.com/proton/y1b/status.html,http://www.planet4589.org/space/log/geo.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamal-201 ,Yamal-201,Russia,Gazprom Space Systems,Commercial,Communications,GEO,,90.05,"35,773","35,800",3.20E-04,0.03,1436.1,"1,360",,"2,000",11/24/2003,12 yrs.,Rocket-Space Corporation Energia/Alcatel,Russia/France,Baikonur Cosmodrome,Proton K,2003-053B,28094,"Nine C-band, 6 Ku-band; provide communications for gas corporation operations throughout Eurasian continent.",,JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx602.html,http://www.gascom.ru/english/communication-satellites/yamal-200-90.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamal-202 ,Yamal-202,Russia,Gazprom Space Systems,Commercial,Communications,GEO,,49.03,"35,774","35,796",2.61E-04,0.04,1436.06,"1,320",,"2,000",11/24/2003,12 yrs.,Rocket-Space Corporation Energia/Alcatel,Russia,Baikonur Cosmodrome,Proton K,2003-053A,28089,18 C-band; provide communications for gas corporation operations throughout Eurasian continent.,,JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx602.html,http://www.gascom.ru/english/communication-satellites/yamal-200-90.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamal-300K,Yamal-300K,Russia,Gaxprom Space Systems,Commercial,Communications,GEO,,90,"35,694","35,866",2.04E-03,0.14,1435.76,"1,640",,,11/2/2012,,OAO Reseteneva,Russia,Baikonur Cosmodrome,Proton M,2012-061B,38978,Telecommunications.,,SC - ASCR,http://space50.kosmo.cz/s40/2012/I061B.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamal-402,Yamal-402,Russia,Gazprom Space Systems,Commercial,Communications,GEO,,55,"35,784","35,789",5.93E-05,0.06,1436.11,"4,463",,,12/8/2012,11 yrs.,Thales,France,Baikonur Cosmodrome,Proton M,2012-070A,38022,Left in low orbit; raised itself with fuel. Shortened on-orbit life to approximately 11 years.,,SC - ASCR,http://www.zarya.info/Diaries/Launches/Launches.php?year=2012,http://www.gazprom.com/about/subsidiaries/news/2013/january/article155299/,http://space50.kosmo.cz/s40/2012/I070A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yaogan 10 (Remote Sensing Satellite 10),Yaogan 10,China (PR),People's Liberation Army (C41),Military,Remote Sensing,LEO,Sun-Synchronous,0,625,628,2.14E-04,97.8,97.2,,,,8/9/2010,,Shanghai Academy of Satellite Technology (SAST),China (PR),Taiyuan Launch Center,Long March 4C,2010-038A,36834,,,www.spacedebris.net 12/12,http://nssdc.gsfc.nasa.gov/spacewarn/spx682.html,http://www.lib.cas.cz/space.40/2010/038A.HTM,http://www.sinodefence.com/space/military/yaogan.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yaogan 11 (Remote Sensing Satellite 11),Yaogan 11,China (PR),People's Liberation Army (C41),Military,Remote Sensing,LEO,Sun-Synchronous,0,626,668,2.99E-03,97.9,97.7,,,,9/22/2010,,Chinese Academy of Space Technology (CAST),China (PR),Jiuquan Satellite Launch Center,Long March 2D,2010-047A,37165,,,www.spacedebris.net 12/12,http://nssdc.gsfc.nasa.gov/spacewarn/spx683.html,http://www.lib.cas.cz/space.40/2010/047A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yaogan 12 (Remote Sensing Satellite 12),Yaogan 12,China (PR),People's Liberation Army (C41),Military,Remote Sensing,LEO,Sun-Synchronous,0,487,496,6.56E-04,97.4,94.4,,,,11/9/2011,,Chinese Academy of Space Technology (CAST),China (PR),Taiyuan Launch Center,Long March 4B,2011-066B,37875,Remote sensing; help with crop estimates and diasaster alert/remedy; believed to actually be a military radar satellite.,,www.spacedebris.net 12/12,http://www.nasaspaceflight.com/2011/11/long-march-4b-launches-yaogan-weixing-12/,http://www.lib.cas.cz/space.40/2011/066B.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yaogan 14 (Remote Sensing Satellite 14),Yaogan 14,China (PR),People's Liberation Army (C41),Military,Remote Sensing,LEO,Sun-Synchronous,0,469,481,8.77E-04,97.3,94.1,,,,5/10/2012,,Chinese Academy of Space Technology (CAST),China (PR),Taiyuan Launch Center,Long March 4B,2012-021A,38257,Remote sensing; help with crop estimates and diasaster alert/remedy; believed to actually be a military radar satellite.,,www.satellitedebris.net 12/12,http://www.zarya.info/Diaries/Launches/Launches.php?year=2012,http://www.spaceflightnow.com/news/n1205/10longmarch/,http://www.nasaspaceflight.com/2012/05/china-pace-long-march-4b-spy-satellite-launch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yaogan 15 (Remote Sensing Satellite 15),Yaogan 15,China (PR),People's Liberation Army (C41),Military,Remote Sensing,LEO,Sun-Synchronous,0,"1,201","1,207",3.96E-04,100.2,109.5,"1,040",,,5/29/2012,,Chinese Academy of Space Technology (CAST),China (PR),Taiyuan Launch Center,Long March 4C,2012-029A,38354,"Xinhua gave the objectives as ""mainly used for scientific experiments, land resources survey, crop yield estimation of production and disaster prevention and mitigation"".",,www.spacedebris.net 12/12,http://www.nasaspaceflight.com/2012/05/china-launches-yaogan-15-long-march-4c-short-notice/,http://weebau.com/satellite/Y/yaogan15.htm,http://www.zarya.info/Diaries/Launches/Launches.php?year=2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yaogan 16A (Remote Sensing Satellite 16A, Yaogan Weixing 16)",Yaogan 16A,China (PR),People's Liberation Army (C41),Military,Remote Sensing,LEO,Sun-Synchronous,0,"1,080","1,089",6.04E-04,63.38,106.93,,,,11/25/2012,,Chinese Academy of Space Technology (CAST),China (PR),Jiuquan Satellite Launch Center,Long March 4C,2012-066A,39011,Equivalent of U.S. NOSS system,,SC - ASCR,http://www.spaceflightnow.co/news/n1211/25longmarch/#.UOXlr3fjtK1,http://space50.kosmo.cz/s40/2012/I066A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
